weights Rp/RJ vrot/km/s 
3.75565748970857e-92 1.6616024839595616 3.65728042720112
7.633743636895398e-92 1.5042416941787555 3.722137703076105
9.668197777620618e-92 1.6906313653322114 3.720424319433799
9.892411860130935e-92 1.54790764815316 3.493827774328047
1.1752538325862133e-91 1.5907643029223455 3.663983432525505
1.2036775322364728e-91 1.7485765474607042 3.68102962020206
1.3083148025916395e-91 1.5916170139728787 3.7649105946091552
1.4243250841505495e-91 1.6760765884052287 3.6734897957255273
1.9634195141317823e-91 1.721336750694221 3.8004292721192496
1.9823635688037584e-91 1.6367639776897809 3.4381484340101873
2.265898409608794e-91 1.5914905339784093 3.7092737123327275
2.4448133042180848e-91 1.6719037036109206 3.5707206895031485
2.4469516418005968e-91 1.7384055293693712 3.7710500570123937
2.6250755027443705e-91 1.620438734644324 3.8751251903403947
2.773310408984134e-91 1.634058750762378 3.68320979873158
2.9433964089065837e-91 1.6178850403363252 3.7779047078122026
3.732021853137051e-91 1.499905831719691 3.37876293960443
3.760426923977449e-91 1.6700138812074043 3.7217913346428024
4.2995862583480575e-91 1.5974815658140076 3.9497015217703146
5.437617650136076e-91 1.7272004477983143 3.6755312413766412
6.387302365442252e-91 1.7795574852368272 3.745355282738651
7.331528646572113e-91 1.6793220924140106 3.6842208258313676
7.74675599223585e-91 1.681804330409527 3.5472248572922274
1.0482100576679963e-90 1.733844794197279 3.7245406686069975
1.0955076762679698e-90 1.7081403532078632 3.8164191428364473
1.3414042718099214e-90 1.4979991589744297 3.6255392701104507
1.6693536485559855e-90 1.6026368072704313 3.547418243968966
1.6771326514377216e-90 1.613876339711425 3.7577300672746308
1.7499509450967867e-90 1.6441359831636149 3.780616354190909
1.8240826662209189e-90 1.644555630360287 3.6682975387016623
1.984773232830442e-90 1.6416642061449904 3.687385537548397
2.011750245444193e-90 1.6716171965356215 3.5658121992818206
2.129219800349103e-90 1.6877509938078257 3.776764191886024
2.133474845687704e-90 1.6468122982452749 3.6559485641798957
2.7631354880449044e-90 1.610223453300336 3.6945750125524253
3.566470383203891e-90 1.5983588761107033 3.57663620656648
3.6113208292573245e-90 1.4978714850812749 3.4789395792497246
4.121953971439058e-90 1.624952798512541 3.7021617145584043
4.426847051047805e-90 1.6604446265789563 3.698440805959835
4.833112730607746e-90 1.7194132827111024 3.733573598586199
7.8189750184666275e-90 1.5630642770531686 3.653591290476843
8.591355135330956e-90 1.6670320225653366 3.7283335893856373
9.154470972495541e-90 1.6058849630125573 3.6669570919625785
9.220903502698212e-90 1.613705266049775 3.773741544875868
1.2413434544699684e-89 1.6396107031036413 3.7736891113411257
1.2751914619066048e-89 1.5976619666803689 3.5734506156847154
1.4121102332345832e-89 1.7190570716659361 3.6217419872456
1.8602632770573535e-89 1.6241199954599712 3.573751856604502
1.8623841155323386e-89 1.6909462202892938 3.746791449990172
1.8627151479790543e-89 1.6948528209273332 3.5056603008528033
2.048730125036366e-89 1.6556967786668237 3.745433533232196
2.303224282419912e-89 1.6689919820806436 3.5080956876234675
2.4003630179040254e-89 1.5393324821733518 3.479738753977345
2.4727946810505076e-89 1.6820800207263948 3.723753925199286
2.642661222731023e-89 1.5979558850939801 3.716422358466161
3.468365047962204e-89 1.7967051225110016 3.68030636082021
3.5396400550341436e-89 1.6908559633302884 3.790808384322346
3.676320361537659e-89 1.6290237220134758 3.75721070461286
4.957692435894135e-89 1.4961178052913824 3.6700110350461794
6.187282189313715e-89 1.6591925937335965 3.8171132519563034
6.603812133116474e-89 1.6161599731415648 3.699689784359054
9.247246857908826e-89 1.617662153955659 3.8879746448352965
1.1099498607528353e-88 1.6236651000441 3.88014077178967
1.1405628155222094e-88 1.5836158242866705 3.577259616030687
1.446392251941077e-88 1.6543353902363283 3.7956876344669315
1.5379989310426068e-88 1.711886585701853 3.841492682545229
1.5363708918059637e-88 1.6902175598773086 3.664579279447818
1.5295721310939557e-88 1.6055409774640288 3.708973901898924
1.5975035404895884e-88 1.6095157323429428 3.763858203610731
1.8976157464773966e-88 1.705146753896038 3.75400572030342
2.9271665812168005e-88 1.648797770673617 3.757923706613359
4.130070361191603e-88 1.7331155942573968 3.6941023342750854
4.632962707121248e-88 1.4914998896653324 3.5039743258818845
5.113298014873617e-88 1.6389928700485332 3.8161372749079097
5.338975083744617e-88 1.5728783192445204 3.7858428827667563
5.463901625018792e-88 1.5985658112621586 3.7040244722809077
5.595733609535576e-88 1.6164206151189688 3.7606897317789647
6.239600023164557e-88 1.7011732665246289 3.4796123177059344
7.45183190388374e-88 1.6526451560469195 3.807046312871513
8.030376611295796e-88 1.6732897591483034 3.7466508660196713
8.819159070301152e-88 1.6444060124142035 3.8674666990990603
9.379595267944193e-88 1.6812744507400357 3.6842981350530213
1.0419048589239114e-87 1.6966473665907844 3.7338463970646956
1.2265508492558823e-87 1.568683592046972 3.6357861022572284
1.2399497913271303e-87 1.522427034775613 3.588857478161404
1.3359129509856376e-87 1.5824631162605827 3.558742342439435
1.3496544152171432e-87 1.650020835865928 3.5802761119435247
1.4967167204461233e-87 1.7056948165818784 3.7688818853600004
1.5010786992634478e-87 1.5709668801319037 3.912964191882919
1.5118400129840742e-87 1.5963889772632518 3.5386232065852634
1.5100563532469715e-87 1.6179535786973314 3.562092309958265
1.7019117356228458e-87 1.697895450689443 3.7349807008608553
1.7143032240447654e-87 1.525535893098703 3.714221842733421
1.7882410686106257e-87 1.5749126302384568 3.7123395761683406
2.1930756832304035e-87 1.6242021387358516 3.7841209349745917
2.3465545045557672e-87 1.6344056090159556 3.7511459186681595
2.4459267669918066e-87 1.6470178009960108 3.6709719200472293
2.9267997680296287e-87 1.718262083095956 3.64739819520734
3.3443801973819493e-87 1.5895868418892478 3.7952204669022764
3.822818537456417e-87 1.6300144498029385 3.57438668138663
3.8981445809464396e-87 1.661723475095617 3.8205090237410477
4.330091205829681e-87 1.6492063681290592 3.6032331750606255
4.599363026139577e-87 1.5607855355807332 3.636690399153565
5.146969793621072e-87 1.5260145799983253 3.6721129690083387
5.235156298734505e-87 1.6863495376008668 3.884208319952404
5.264180695654002e-87 1.7134265789655765 3.550559910029266
5.316390272714508e-87 1.6607976980378472 3.5460212719983146
5.97325435095091e-87 1.59991969171669 3.682230381155203
6.941070634522756e-87 1.6417527407915773 3.649644204848419
7.230584976302485e-87 1.4768301990583854 3.7157514631362494
7.640294117791214e-87 1.597652176016697 3.757451745059247
9.307403640137232e-87 1.598157968535078 3.8175561294886156
1.0843372402695047e-86 1.6597210981285557 3.702841164214289
1.1468616256370618e-86 1.6623398391956572 3.741101049210694
1.2908005999282267e-86 1.5575364131356335 3.6428111761160293
1.2957589120241838e-86 1.6449617715981741 3.772490767245794
1.364340279230839e-86 1.6197478415222144 3.628786608683875
1.6235964155771644e-86 1.5583007214218354 3.642218701356347
1.8295677064353223e-86 1.7188916980057005 3.8839797935824456
2.129692828996541e-86 1.5947907420611982 3.715709649226626
2.3614402569909126e-86 1.6719723221583243 3.679996269049583
2.5608486169733072e-86 1.5478065292677763 3.585139533422353
2.5583133826572337e-86 1.6847022148838815 3.703487511237566
3.407044200646901e-86 1.6895277794502142 3.5484472124736324
3.396651947080382e-86 1.6745368079693153 3.6113405693509777
3.411015394563627e-86 1.6580977788203217 3.715239187181227
3.487521499043871e-86 1.6723937336872003 3.7854897248376362
3.492961411819098e-86 1.632308155295152 3.4930637611779196
3.591774298215816e-86 1.6001717171181364 3.6899013523406836
3.704160577880124e-86 1.6156243007396163 3.7500434542277645
4.553835571845047e-86 1.5333788115069624 3.7748578196601157
5.0791509167421636e-86 1.7416141916831207 3.6484819303163323
5.298856903608332e-86 1.5854577256744733 3.517445563009754
5.4935827432430235e-86 1.593056361793794 3.734834785024815
6.462901666202648e-86 1.7061075266048271 3.945902951068152
6.454369334453118e-86 1.612480654448969 3.5485874570770646
6.530103710650775e-86 1.7068171172311262 3.7637693493658047
9.58814428526644e-86 1.6571214330633932 3.7403783293894572
9.687890978987113e-86 1.7401596555597294 3.9161996765271225
9.722745193799183e-86 1.4971529050642087 3.426464331511633
1.3352711068117347e-85 1.5957122371016457 3.574316916855833
1.9615055344551213e-85 1.6036124674637255 3.65021477371056
1.9655910200128802e-85 1.6332940092512374 3.9343368501922646
2.037531562200924e-85 1.6217852173380316 3.6890084159243637
2.0988829597846493e-85 1.6336908712525164 3.6869698459189792
2.2224365064892116e-85 1.6807182785016779 3.5014421998844307
2.2382990727045964e-85 1.5937496203428076 3.6425452302021117
2.2274588820623186e-85 1.7714221372041314 3.6446981030778995
2.805113434079782e-85 1.69525786514797 3.817069661522616
3.146161858371346e-85 1.6939189198194948 3.611916295586135
3.154791933126227e-85 1.634903868020789 3.6071548295927567
3.217828856728327e-85 1.6961947324698174 3.65961721334167
3.6626883606099415e-85 1.608518473628234 3.69194877845311
3.8931119382419956e-85 1.7144621013787864 3.7756138176667484
3.914308622690435e-85 1.6730490105500273 3.6965228161230215
4.887157099523792e-85 1.5469714228336282 3.606698491050986
5.430446789459122e-85 1.6731969254270416 3.576221875099949
5.994340355950721e-85 1.694461983568913 3.490649879669602
6.049271048355342e-85 1.6818417099069554 3.7048837746813517
6.70010511176475e-85 1.5962555443394466 3.5567222607406306
9.151788347023638e-85 1.5511187073941404 3.7268034896681796
1.0471857704630638e-84 1.66533377625152 3.893236427818691
1.1152281883170811e-84 1.5888683199748663 3.8392815558478612
1.1157674230129265e-84 1.6037153696063622 3.9793810679289954
1.2168650924478323e-84 1.668128081226285 3.5561940906031824
1.316682529839559e-84 1.5885230540685789 3.667268199560073
1.6861558855972375e-84 1.6463846111390583 3.707115136128835
1.6908522815228262e-84 1.632416291513 3.5067717582805265
1.7752862875469628e-84 1.6706356453353952 3.693836109129533
1.816357982392425e-84 1.6318485912248244 3.836532748132051
2.1537181201247933e-84 1.6891893955418205 3.8133825568027566
2.333004414672878e-84 1.5798297469020461 3.658746498696664
2.461413290431052e-84 1.5663583551201352 3.8127333872064626
2.569760794478563e-84 1.7184907996869891 3.6376744191813986
3.52425120409881e-84 1.5658552731160422 3.5835703787285187
3.824621757927227e-84 1.5626732293662071 3.842935148923579
4.458548350616108e-84 1.7331067195793266 3.7004013162787
4.498493390574541e-84 1.6105717077997017 3.7247747428032505
4.621286992558381e-84 1.684747315188528 3.86717126530571
5.267028545050138e-84 1.5301968900265375 3.5742969979710653
5.878122126798141e-84 1.7174555545452956 3.849853790737852
6.143164902932235e-84 1.6739925455798903 3.7673364515464423
8.1262487456370175e-84 1.7147289040955833 3.6357379530559353
8.817575070780285e-84 1.6157221066331697 3.4590839236532385
9.974724528547448e-84 1.650750809437994 3.7114328032903674
1.032289484181965e-83 1.7082976090267392 3.7789483785542743
1.0458291609592983e-83 1.687729647739963 3.538763254997235
1.5289303554298301e-83 1.6826529842425302 3.648293251424119
1.7213994788743404e-83 1.641006095559562 3.7058717087935356
1.7718772841442098e-83 1.6506111327852668 3.696972702159755
1.766790760877216e-83 1.6774421720167534 3.913951945464815
1.886090353210885e-83 1.7425572580854332 3.792202607232158
1.939562315429162e-83 1.734664930824791 3.7742450412301225
2.360615020707354e-83 1.6366911444290673 3.570976007060528
2.354150638827659e-83 1.6290718383208844 3.5058614824353094
2.734064137175833e-83 1.7372074483524682 3.7788833781917717
2.8878388217306506e-83 1.672542492826378 3.7748058901100574
3.1100949372092588e-83 1.585308811517119 3.536690389723243
3.099639088650231e-83 1.6831233525455116 3.409492471301377
4.369705838853268e-83 1.561810455422108 3.6590911193340774
4.73195550491255e-83 1.6850932753397618 3.8217056728111656
4.779014209480946e-83 1.6766728705994352 3.663077931047142
4.90529274241097e-83 1.5900203801764088 3.7027876515284968
5.084792599732662e-83 1.5827399074285329 3.6989494215221477
5.2676834943512754e-83 1.5705238580958554 3.545017446985238
5.576785634320757e-83 1.582741845947385 3.5931091990941533
5.761012055667415e-83 1.622485636418856 3.726399317329078
6.414388182210042e-83 1.6772577904697599 3.663710666649534
6.967650130840645e-83 1.6083068848123072 3.7258103800579256
7.898691632274555e-83 1.7208421847973496 3.6421850587351754
9.489052979839819e-83 1.629585367440451 3.8592529993560163
9.70663502213632e-83 1.6484988354364654 3.634168837624636
1.1169557718813807e-82 1.6544847755253516 3.526666653602762
1.2849258016288899e-82 1.8120329118007592 3.8719490271157433
1.5005345828911062e-82 1.5783796428561612 3.7341906193532077
1.5337659933330737e-82 1.700764053638769 3.5459197816648342
1.7388662740888294e-82 1.7565976473563483 3.580842981432914
1.9741172947969034e-82 1.6064068983488164 3.746591366889617
2.0280995682362157e-82 1.6959162569336268 3.7830436574332107
2.253105344504827e-82 1.7077415967773137 3.6407835211660093
2.7958412008517554e-82 1.5872109712822766 3.6871896818709535
2.818351596199933e-82 1.6386738428434549 3.616945248851318
3.0705788071656586e-82 1.7270932288437426 3.902393349461217
3.696168408058671e-82 1.5744378413380413 3.661472411212309
3.793542524857043e-82 1.6841969844273343 3.794315299121066
3.7880414419470976e-82 1.6875865820572065 3.7854480231647867
3.8534473932461446e-82 1.6765030002853605 3.7896797038758665
4.4063331895964906e-82 1.5967997653173898 3.8963218124053873
5.166082507213389e-82 1.6143540349835201 3.7213251421786206
6.530203599703511e-82 1.7336513392282238 3.714737275064549
6.579672718294465e-82 1.7534035217917876 3.7896474470491452
7.247278309468764e-82 1.6980322870106668 3.671575256902768
7.503037163202931e-82 1.6189569461939461 3.479897295563795
7.76299696631942e-82 1.737751607895314 3.8025525331964896
7.8448433436475e-82 1.6679884819300779 3.7333917217673465
9.132294321536467e-82 1.648796524694101 3.819859346347933
9.701372498319314e-82 1.7467465545175807 3.6048131714747242
9.978263197310853e-82 1.6027440662639112 3.744290780598331
1.1212654381165588e-81 1.68638171936521 3.662943337829381
1.126666607625704e-81 1.482377508867724 3.631053767103701
1.2150051494652693e-81 1.7838013883488029 3.582232385702335
1.3599177924875948e-81 1.6085156139632164 3.6949021513101
1.5449421964392935e-81 1.6618588123836435 3.802876815362587
1.5565714399977454e-81 1.6845526567499491 3.640146133000579
1.5570732440837507e-81 1.6239759757493242 3.768550253142652
2.0243721063936008e-81 1.7682206284552278 3.818285063193901
2.048784992406359e-81 1.6225287658880498 3.7846454458156784
2.0709442053538504e-81 1.7171879491242952 3.8170613127580064
2.1884319335008234e-81 1.654283055891316 3.8210218357263015
2.7219409977687754e-81 1.719499799194006 3.8090321602384827
3.3384043600650777e-81 1.642224514885668 3.6714611224364373
3.37277754803443e-81 1.5867209122184653 3.6933239246453793
3.4135075454192523e-81 1.7109015882700138 3.676123413262444
3.7206312524770265e-81 1.7193567685471636 3.8244704222427885
3.753240061512094e-81 1.6137646684601092 3.734312236566455
3.833672121524516e-81 1.7172306100226202 3.8264994766262324
3.8650761064506285e-81 1.6268145059207324 3.9092170688159644
4.6041796115946315e-81 1.5739655617504085 3.724354234452767
4.857896246636518e-81 1.6521012873896646 3.7445321001341534
5.053802639647788e-81 1.5394434879257681 3.5189534215529266
5.185678343176003e-81 1.5811144718003787 3.639151998667777
5.471417660103766e-81 1.6046572772138301 3.759937873762568
5.790906379572041e-81 1.751011744579995 3.773879526924047
6.0019978704945115e-81 1.613198173545205 3.637404900410262
6.352424722671027e-81 1.6116379587102019 3.8504733532334536
6.477287556939191e-81 1.5577699466041748 3.6174267055978806
6.52854738985073e-81 1.6908742714417984 3.639061815042263
6.6734768710175265e-81 1.6573543339931156 3.779776535478885
7.616419848077613e-81 1.6389264626655269 3.765004955779908
7.813861855492425e-81 1.575702687243834 3.7071799645330556
8.427686251167655e-81 1.6529452723253892 3.6622776763309983
9.906952618439332e-81 1.7463060993888035 3.7031968091393104
1.0056047361265226e-80 1.535786551950523 3.6451721744545664
1.1265246962377588e-80 1.543446199129834 3.5683106942567924
1.1645706796869571e-80 1.6139102698876044 3.6825589088580934
1.2558232383360445e-80 1.5573274050740458 3.727060882286152
1.5330728584469923e-80 1.6065921034304909 3.5881695985482716
1.612487595537149e-80 1.837201829675314 3.835803290865723
1.913192103921462e-80 1.636820805496685 3.6910633111758733
2.015001493381005e-80 1.498523229984945 3.5444697831831338
2.1074004252591243e-80 1.547874632308774 3.756296002067471
2.1174053885079717e-80 1.5485622097765814 3.6373805768238463
2.314096136188486e-80 1.6128113692364474 3.6504159213820286
2.303665226778196e-80 1.771391005394606 3.703230612732382
2.2979154921320706e-80 1.6191753552067878 3.7344987141985553
2.3481228738885073e-80 1.7493166392645136 3.678438224552013
2.493037284983013e-80 1.661012092087815 3.742485831484251
2.5938343877833445e-80 1.685294331408823 3.641268830543729
2.8299590740162704e-80 1.67072114165371 3.8866223369081276
2.825775101963907e-80 1.613074518159658 3.845378690182875
2.8510409432660713e-80 1.5850450570789576 3.5985214066073743
2.8520986387108066e-80 1.520654436959851 3.563510929067164
3.2692466840954836e-80 1.67493678221719 3.8005914227905255
3.295407373451596e-80 1.6533911023090768 3.7331539135483474
4.481021131872961e-80 1.576340120167521 3.8871786865199076
4.5270514749399845e-80 1.6465343150490996 3.7772749204726384
4.5828253151589316e-80 1.7423740301531878 3.852283342851118
4.66360892011457e-80 1.585151988989141 3.7832915468436066
4.657747250482645e-80 1.6886321567209497 3.8014130297590794
4.920374398017596e-80 1.597204750869955 3.5955521130633494
5.2109726982965315e-80 1.626770729431548 3.6191035183224556
5.503302789020812e-80 1.6045633829034522 3.7098580251923687
7.013671537827573e-80 1.6279666063362819 3.7786998050559983
7.962277040228621e-80 1.6838662697043838 3.867576164660307
8.373149049823671e-80 1.6232648738645663 3.8379638748893568
8.825217779604096e-80 1.6023151552582156 3.643844960060914
9.72673866055655e-80 1.586249020880826 3.5892298052716667
